id,issue_type,status,priority,assignee,timestamps
JIRA-0504,Task,Resolved,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-06-03T06:23:38Z', 'resolved_at': '2025-06-09T01:23:38Z'}]"
JIRA-0505,Task,Open,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-06-16T20:05:22Z', 'resolved_at': None}]"
JIRA-0506,Bug,Resolved,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-02-18T14:16:22Z', 'resolved_at': '2025-02-20T16:16:22Z'}]"
JIRA-0507,Story,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-12-22T09:21:29Z', 'resolved_at': '2025-12-23T11:21:29Z'}]"
JIRA-0508,Story,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-09-01T10:16:33Z', 'resolved_at': '2025-09-05T02:16:33Z'}]"
JIRA-0509,Story,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-09-28T05:47:07Z', 'resolved_at': '2025-09-30T14:47:07Z'}]"
JIRA-0510,Bug,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-08-20T00:46:24Z', 'resolved_at': '2025-08-20T23:46:24Z'}]"
JIRA-0511,Task,Open,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-04-02T13:06:01Z', 'resolved_at': None}]"
JIRA-0512,Task,Open,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-04-20T19:06:51Z', 'resolved_at': None}]"
JIRA-0513,Task,Done,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-10-26T00:52:19Z', 'resolved_at': '2025-10-28T18:52:19Z'}]"
JIRA-0514,Task,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-05-15T13:19:50Z', 'resolved_at': '2025-05-18T07:19:50Z'}]"
JIRA-0515,Bug,Open,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-12-17T07:16:02Z', 'resolved_at': None}]"
JIRA-0516,Task,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2026-01-12T09:45:54Z', 'resolved_at': '2026-01-13T14:45:54Z'}]"
JIRA-0517,Task,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2026-01-20T10:54:24Z', 'resolved_at': '2026-01-25T18:54:24Z'}]"
JIRA-0518,Story,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-15T14:01:09Z', 'resolved_at': '2026-01-18T08:01:09Z'}]"
JIRA-0519,Task,Resolved,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-06-21T06:58:04Z', 'resolved_at': '2025-06-21T19:58:04Z'}]"
JIRA-0520,Story,Done,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-05-11T15:38:33Z', 'resolved_at': '2025-05-12T19:38:33Z'}]"
JIRA-0521,Story,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-20T17:18:35Z', 'resolved_at': '2026-01-27T03:18:35Z'}]"
JIRA-0522,Story,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-10-12T22:47:56Z', 'resolved_at': '2025-10-13T19:47:56Z'}]"
JIRA-0523,Task,Done,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-11-27T05:27:28Z', 'resolved_at': '2025-11-28T06:27:28Z'}]"
JIRA-0524,Task,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-09-28T17:56:44Z', 'resolved_at': '2025-09-29T23:56:44Z'}]"
JIRA-0525,Story,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-07-04T00:59:40Z', 'resolved_at': '2025-07-04T10:59:40Z'}]"
JIRA-0526,Bug,Resolved,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-11-29T13:36:45Z', 'resolved_at': '2025-11-30T22:36:45Z'}]"
JIRA-0527,Story,Resolved,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-02-16T02:30:36Z', 'resolved_at': '2025-02-17T00:30:36Z'}]"
JIRA-0528,Task,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-05-11T18:46:53Z', 'resolved_at': '2025-05-13T23:46:53Z'}]"
JIRA-0529,Bug,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-03-15T23:07:32Z', 'resolved_at': '2025-03-18T09:07:32Z'}]"
JIRA-0530,Bug,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-04-09T13:22:00Z', 'resolved_at': '2025-04-10T17:22:00Z'}]"
JIRA-0531,Bug,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-07-12T06:45:17Z', 'resolved_at': '2025-07-17T10:45:17Z'}]"
JIRA-0532,Bug,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-11-18T17:42:55Z', 'resolved_at': '2025-11-23T17:42:55Z'}]"
JIRA-0533,Story,Resolved,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-03-14T07:24:45Z', 'resolved_at': '2025-03-19T14:24:45Z'}]"
JIRA-0534,Task,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-10-14T15:59:07Z', 'resolved_at': '2025-10-17T13:59:07Z'}]"
JIRA-0535,Story,Open,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-03-14T08:17:10Z', 'resolved_at': None}]"
JIRA-0536,Bug,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-19T04:34:10Z', 'resolved_at': '2025-02-25T20:34:10Z'}]"
JIRA-0537,Task,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2026-01-20T06:09:18Z', 'resolved_at': '2026-01-22T04:09:18Z'}]"
JIRA-0538,Task,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-04-12T10:27:11Z', 'resolved_at': '2025-04-15T22:27:11Z'}]"
JIRA-0539,Bug,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-05T16:26:17Z', 'resolved_at': '2025-02-07T17:26:17Z'}]"
JIRA-0540,Bug,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-05-03T17:01:34Z', 'resolved_at': '2025-05-04T11:01:34Z'}]"
JIRA-0541,Bug,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-04-13T11:02:17Z', 'resolved_at': '2025-04-17T10:02:17Z'}]"
JIRA-0542,Bug,Open,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-10-07T23:00:09Z', 'resolved_at': None}]"
JIRA-0543,Story,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-05-09T13:36:40Z', 'resolved_at': '2025-05-10T07:36:40Z'}]"
JIRA-0544,Story,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-07-01T20:45:27Z', 'resolved_at': '2025-07-04T14:45:27Z'}]"
JIRA-0545,Bug,Open,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-06T08:19:16Z', 'resolved_at': None}]"
JIRA-0546,Story,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-12-12T16:38:52Z', 'resolved_at': '2025-12-13T18:38:52Z'}]"
JIRA-0547,Bug,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-11-25T00:30:08Z', 'resolved_at': '2025-11-26T04:30:08Z'}]"
JIRA-0548,Task,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-03-21T13:22:51Z', 'resolved_at': '2025-03-21T20:22:51Z'}]"
JIRA-0549,Bug,Open,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-04-14T10:01:32Z', 'resolved_at': None}]"
JIRA-0550,Story,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-05-08T11:21:15Z', 'resolved_at': '2025-05-14T03:21:15Z'}]"
JIRA-0551,Story,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-04-28T13:49:05Z', 'resolved_at': '2025-04-29T06:49:05Z'}]"
JIRA-0552,Bug,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-09T07:58:55Z', 'resolved_at': '2025-03-10T07:58:55Z'}]"
JIRA-0553,Bug,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-10-01T01:05:57Z', 'resolved_at': '2025-10-06T14:05:57Z'}]"
JIRA-0554,Story,Done,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-03-07T10:30:35Z', 'resolved_at': '2025-03-07T21:30:35Z'}]"
JIRA-0555,Bug,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-08-10T07:18:31Z', 'resolved_at': '2025-08-11T13:18:31Z'}]"
JIRA-0556,Story,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-05-27T12:37:33Z', 'resolved_at': '2025-06-01T16:37:33Z'}]"
JIRA-0557,Bug,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-07-05T21:38:27Z', 'resolved_at': '2025-07-06T16:38:27Z'}]"
JIRA-0558,Task,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-02-25T03:45:34Z', 'resolved_at': '2025-02-25T23:45:34Z'}]"
JIRA-0559,Story,Open,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-11-23T21:27:53Z', 'resolved_at': None}]"
JIRA-0560,Bug,Open,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-01T20:20:56Z', 'resolved_at': None}]"
JIRA-0561,Bug,Open,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-07-23T15:29:16Z', 'resolved_at': None}]"
JIRA-0562,Story,Resolved,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-11-06T02:47:31Z', 'resolved_at': '2025-11-06T22:47:31Z'}]"
JIRA-0563,Bug,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-11-19T16:12:49Z', 'resolved_at': '2025-11-25T04:12:49Z'}]"
JIRA-0564,Task,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-04-29T14:10:11Z', 'resolved_at': '2025-05-03T13:10:11Z'}]"
JIRA-0565,Story,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-06-07T19:52:32Z', 'resolved_at': '2025-06-09T00:52:32Z'}]"
JIRA-0566,Story,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-21T08:28:28Z', 'resolved_at': '2025-02-23T11:28:28Z'}]"
JIRA-0567,Bug,Open,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-03-08T23:07:22Z', 'resolved_at': None}]"
JIRA-0568,Bug,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-02-12T17:48:28Z', 'resolved_at': '2025-02-14T20:48:28Z'}]"
JIRA-0569,Task,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-01-09T19:35:26Z', 'resolved_at': '2025-01-10T04:35:26Z'}]"
JIRA-0570,Bug,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-07-21T08:42:49Z', 'resolved_at': '2025-07-24T02:42:49Z'}]"
JIRA-0571,Task,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-07-28T18:07:59Z', 'resolved_at': '2025-07-31T00:07:59Z'}]"
JIRA-0572,Story,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-02-19T14:39:36Z', 'resolved_at': '2025-02-21T11:39:36Z'}]"
JIRA-0573,Story,Done,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-10-07T17:11:45Z', 'resolved_at': '2025-10-07T22:11:45Z'}]"
JIRA-0574,Story,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-07-18T03:42:30Z', 'resolved_at': '2025-07-19T07:42:30Z'}]"
JIRA-0575,Bug,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-06-27T09:46:01Z', 'resolved_at': '2025-07-03T19:46:01Z'}]"
JIRA-0576,Bug,Done,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2026-01-02T10:19:45Z', 'resolved_at': '2026-01-03T01:19:45Z'}]"
JIRA-0577,Bug,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-01-28T11:13:29Z', 'resolved_at': '2025-01-29T08:13:29Z'}]"
JIRA-0578,Story,Done,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-09-06T12:01:23Z', 'resolved_at': '2025-09-08T10:01:23Z'}]"
JIRA-0579,Bug,Open,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-02-10T21:52:48Z', 'resolved_at': None}]"
JIRA-0580,Task,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-11-08T09:46:51Z', 'resolved_at': '2025-11-10T02:46:51Z'}]"
JIRA-0581,Bug,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-12-21T18:21:57Z', 'resolved_at': '2025-12-22T07:21:57Z'}]"
JIRA-0582,Task,Done,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-08-25T01:16:48Z', 'resolved_at': '2025-08-28T20:16:48Z'}]"
JIRA-0583,Bug,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2026-01-19T04:54:34Z', 'resolved_at': '2026-01-20T17:54:34Z'}]"
JIRA-0584,Bug,Open,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-11-15T11:37:37Z', 'resolved_at': None}]"
JIRA-0585,Story,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-01-08T10:51:37Z', 'resolved_at': '2025-01-12T23:51:37Z'}]"
JIRA-0586,Story,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-08-27T20:24:49Z', 'resolved_at': '2025-08-28T21:24:49Z'}]"
JIRA-0587,Bug,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-02-16T12:31:30Z', 'resolved_at': '2025-02-16T20:31:30Z'}]"
JIRA-0588,Task,Resolved,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-11-17T19:56:12Z', 'resolved_at': '2025-11-18T21:56:12Z'}]"
JIRA-0589,Bug,Open,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-03-16T05:41:04Z', 'resolved_at': None}]"
JIRA-0590,Story,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-28T02:56:28Z', 'resolved_at': '2025-03-01T17:56:28Z'}]"
JIRA-0591,Story,Done,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-07-22T17:13:25Z', 'resolved_at': '2025-07-23T07:13:25Z'}]"
JIRA-0592,Bug,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-12-18T16:01:05Z', 'resolved_at': '2025-12-22T13:01:05Z'}]"
JIRA-0593,Bug,Open,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-26T15:24:03Z', 'resolved_at': None}]"
JIRA-0594,Story,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-09-01T22:00:17Z', 'resolved_at': '2025-09-02T15:00:17Z'}]"
JIRA-0595,Task,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-06-11T06:37:11Z', 'resolved_at': '2025-06-14T03:37:11Z'}]"
JIRA-0596,Story,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-03-12T05:34:03Z', 'resolved_at': '2025-03-13T13:34:03Z'}]"
JIRA-0597,Bug,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-06-17T00:16:40Z', 'resolved_at': '2025-06-21T11:16:40Z'}]"
JIRA-0598,Bug,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-10-04T07:31:32Z', 'resolved_at': '2025-10-09T12:31:32Z'}]"
JIRA-0599,Task,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-05-16T01:07:46Z', 'resolved_at': '2025-05-17T08:07:46Z'}]"
JIRA-0600,Bug,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-07-14T01:35:26Z', 'resolved_at': '2025-07-16T01:35:26Z'}]"
JIRA-0601,Bug,Open,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-02-17T21:35:48Z', 'resolved_at': None}]"
JIRA-0602,Story,Resolved,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-10-17T03:03:06Z', 'resolved_at': '2025-10-18T04:03:06Z'}]"
JIRA-0603,Bug,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-02-28T05:51:44Z', 'resolved_at': '2025-03-01T10:51:44Z'}]"
JIRA-0604,Bug,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-04-11T00:50:54Z', 'resolved_at': '2025-04-12T23:50:54Z'}]"
JIRA-0605,Task,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-02-09T07:57:18Z', 'resolved_at': '2025-02-09T16:57:18Z'}]"
JIRA-0606,Bug,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-01-23T21:35:23Z', 'resolved_at': '2025-01-28T22:35:23Z'}]"
JIRA-0607,Task,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-05-26T08:44:58Z', 'resolved_at': '2025-05-28T07:44:58Z'}]"
JIRA-0608,Task,Open,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-07-10T21:45:37Z', 'resolved_at': None}]"
JIRA-0609,Task,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-08T01:47:01Z', 'resolved_at': '2026-01-08T20:47:01Z'}]"
JIRA-0610,Bug,Open,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-06-04T22:09:46Z', 'resolved_at': None}]"
JIRA-0611,Task,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-01-16T04:03:54Z', 'resolved_at': '2025-01-21T05:03:54Z'}]"
JIRA-0612,Task,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-09-25T05:15:38Z', 'resolved_at': '2025-10-01T13:15:38Z'}]"
JIRA-0613,Bug,Open,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-09-05T16:18:31Z', 'resolved_at': None}]"
JIRA-0614,Story,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-08-07T04:57:52Z', 'resolved_at': '2025-08-07T09:57:52Z'}]"
JIRA-0615,Bug,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-06-30T19:00:01Z', 'resolved_at': '2025-07-02T03:00:01Z'}]"
JIRA-0616,Task,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-02-13T10:12:46Z', 'resolved_at': '2025-02-16T18:12:46Z'}]"
JIRA-0617,Story,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-05-15T22:13:37Z', 'resolved_at': '2025-05-17T08:13:37Z'}]"
JIRA-0618,Story,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-10-06T16:12:08Z', 'resolved_at': '2025-10-10T07:12:08Z'}]"
JIRA-0619,Story,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-04-21T08:58:43Z', 'resolved_at': '2025-04-24T08:58:43Z'}]"
JIRA-0620,Bug,Open,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-01-30T11:41:43Z', 'resolved_at': None}]"
JIRA-0621,Bug,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-01-16T11:29:04Z', 'resolved_at': '2025-01-17T07:29:04Z'}]"
JIRA-0622,Story,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-06-06T11:34:05Z', 'resolved_at': '2025-06-07T15:34:05Z'}]"
JIRA-0623,Bug,Resolved,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-09-09T08:07:57Z', 'resolved_at': '2025-09-09T13:07:57Z'}]"
JIRA-0624,Task,Resolved,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-04-21T00:35:49Z', 'resolved_at': '2025-04-23T04:35:49Z'}]"
JIRA-0625,Task,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-11-04T06:26:08Z', 'resolved_at': '2025-11-05T04:26:08Z'}]"
JIRA-0626,Story,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-05-03T08:05:06Z', 'resolved_at': '2025-05-06T03:05:06Z'}]"
